listing_datetime,buy_price,quantity,listings,sell_price
2015-05-02 00:00:00 UTC,128015,1930,211,138409
2015-05-03 00:00:00 UTC,127812,1963,211,138529
2015-05-04 00:00:00 UTC,129457,2022,220,138356
2015-05-05 00:00:00 UTC,129491,2025,224,136779
2015-05-06 00:00:00 UTC,130167,2040,225,137859
2015-05-07 00:00:00 UTC,129952,2005,215,138071
2015-05-08 00:00:00 UTC,126971,1927,205,137274
2015-05-09 00:00:00 UTC,128376,1814,199,138153
2015-05-10 00:00:00 UTC,127222,1780,196,138208
2015-05-11 00:00:00 UTC,128862,1856,204,138169
2015-05-12 00:00:00 UTC,126961,1825,198,135851
2015-05-13 00:00:00 UTC,124633,1814,193,136675
2015-05-14 00:00:00 UTC,126229,1993,194,136788
2015-05-15 00:00:00 UTC,128756,2026,199,138532
2015-05-16 00:00:00 UTC,125178,1808,188,137750
2015-05-17 00:00:00 UTC,127073,1920,191,137169
2015-05-18 00:00:00 UTC,128228,1846,190,137686
2015-05-19 00:00:00 UTC,127792,1874,191,137795
2015-05-20 00:00:00 UTC,126688,1874,186,138059
2015-05-21 00:00:00 UTC,129459,1996,190,137177
2015-05-22 00:00:00 UTC,129453,1982,192,136922
2015-05-23 00:00:00 UTC,129283,1848,188,138639
2015-05-24 00:00:00 UTC,130041,1860,189,138990
2015-05-25 00:00:00 UTC,130053,1855,188,138574
2015-05-26 00:00:00 UTC,129132,1821,182,138489
2015-05-27 00:00:00 UTC,126520,1914,180,137493
2015-05-28 00:00:00 UTC,125850,1817,177,137735
2015-05-29 00:00:00 UTC,123829,1855,180,136710
2015-05-30 00:00:00 UTC,127185,1973,201,138690
2015-05-31 00:00:00 UTC,127546,1972,201,138629
2015-06-01 00:00:00 UTC,130157,2032,208,138553
2015-06-02 00:00:00 UTC,130812,2108,206,139572
2015-06-03 00:00:00 UTC,130818,2045,203,137854
2015-06-04 00:00:00 UTC,130417,1951,198,139245
2015-06-05 00:00:00 UTC,131206,1938,201,139987
2015-06-06 00:00:00 UTC,129849,1942,196,140586
2015-06-07 00:00:00 UTC,130824,2068,210,139845
2015-06-08 00:00:00 UTC,134652,2115,214,141800
2015-06-09 00:00:00 UTC,135812,2124,213,144101
2015-06-10 00:00:00 UTC,133330,2065,205,142192
2015-06-11 00:00:00 UTC,132495,2019,205,142915
2015-06-12 00:00:00 UTC,133638,2011,207,143300
2015-06-13 00:00:00 UTC,132833,2031,207,142634
2015-06-14 00:00:00 UTC,134645,1971,202,142453
2015-06-15 00:00:00 UTC,131523,1923,192,140689
2015-06-16 00:00:00 UTC,133343,1967,200,141989
2015-06-17 00:00:00 UTC,136305,2007,207,146708
2015-06-18 00:00:00 UTC,153025,2216,230,163892
2015-06-19 00:00:00 UTC,151918,2086,219,161967
2015-06-20 00:00:00 UTC,150057,2029,210,161081
2015-06-21 00:00:00 UTC,138979,1904,205,152210
2015-06-22 00:00:00 UTC,139575,1953,207,150485
2015-06-23 00:00:00 UTC,139029,1911,195,149239
2015-06-24 00:00:00 UTC,133021,1833,183,146238
2015-06-25 00:00:00 UTC,126513,1807,182,146086
2015-06-26 00:00:00 UTC,133859,1934,209,145547
2015-06-27 00:00:00 UTC,133589,1906,196,146113
2015-06-28 00:00:00 UTC,135696,1953,199,149058
2015-06-29 00:00:00 UTC,139227,2042,209,150386
2015-06-30 00:00:00 UTC,139970,2092,213,152504
2015-07-01 00:00:00 UTC,140053,2071,206,149824
2015-07-02 00:00:00 UTC,138058,2078,207,148148
2015-07-03 00:00:00 UTC,139207,2097,210,148657
2015-07-04 00:00:00 UTC,136741,2047,206,149135
2015-07-05 00:00:00 UTC,140359,2094,215,149975
2015-07-06 00:00:00 UTC,138901,2243,201,149221
2015-07-07 00:00:00 UTC,136429,2275,198,146669
2015-07-08 00:00:00 UTC,138075,2264,201,146704
2015-07-09 00:00:00 UTC,134570,2184,191,148629
2015-07-10 00:00:00 UTC,133131,2190,190,147694
2015-07-11 00:00:00 UTC,133721,2205,200,147190
2015-07-12 00:00:00 UTC,137171,2284,209,145011
2015-07-13 00:00:00 UTC,136767,2224,199,147347
2015-07-14 00:00:00 UTC,135227,2176,194,146521
2015-07-15 00:00:00 UTC,131912,2107,188,145900
2015-07-16 00:00:00 UTC,131107,2086,190,145473
2015-07-17 00:00:00 UTC,130326,2226,199,143624
2015-07-18 00:00:00 UTC,131959,2200,206,142729
2015-07-19 00:00:00 UTC,129857,2144,196,139738
2015-07-20 00:00:00 UTC,131875,2162,197,142093
2015-07-21 00:00:00 UTC,130642,2228,204,142027
2015-07-22 00:00:00 UTC,132205,2232,208,142980
2015-07-23 00:00:00 UTC,131989,2255,216,142107
2015-07-24 00:00:00 UTC,134309,2281,214,142089
2015-07-25 00:00:00 UTC,132460,2230,205,141600
2015-07-26 00:00:00 UTC,132773,2259,209,141212
2015-07-27 00:00:00 UTC,132426,2273,214,141527
2015-07-28 00:00:00 UTC,129750,2122,194,139637
2015-07-29 00:00:00 UTC,131903,2187,202,140252
2015-07-30 00:00:00 UTC,129092,2163,197,139505
2015-07-31 00:00:00 UTC,130230,2185,202,138660
2015-08-01 00:00:00 UTC,129703,2128,195,138832
2015-08-02 00:00:00 UTC,131130,2164,199,140681
2015-08-03 00:00:00 UTC,133241,2224,206,142451
2015-08-04 00:00:00 UTC,130766,2275,201,141543
2015-08-05 00:00:00 UTC,132149,2266,206,141774
2015-08-06 00:00:00 UTC,133290,2379,219,141853
2015-08-07 00:00:00 UTC,133832,2434,210,142173
2015-08-08 00:00:00 UTC,133662,2441,211,143355
2015-08-09 00:00:00 UTC,133758,2419,212,141782
2015-08-10 00:00:00 UTC,133324,2328,210,141415
2015-08-11 00:00:00 UTC,132012,2341,208,141604
2015-08-12 00:00:00 UTC,131733,2294,203,140019
2015-08-13 00:00:00 UTC,129545,2209,201,140860
2015-08-14 00:00:00 UTC,133983,2290,214,143428
2015-08-15 00:00:00 UTC,132957,2223,206,141855
2015-08-16 00:00:00 UTC,134715,2239,213,142681
2015-08-17 00:00:00 UTC,132463,2273,213,140696
2015-08-18 00:00:00 UTC,133200,2278,213,143173
2015-08-19 00:00:00 UTC,130543,2201,197,140013
2015-08-20 00:00:00 UTC,131691,2247,203,140529
2015-08-21 00:00:00 UTC,132041,2249,207,142048
2015-08-22 00:00:00 UTC,131752,2220,201,142000
2015-08-23 00:00:00 UTC,133148,2308,207,141355
2015-08-24 00:00:00 UTC,132238,2250,199,142787
2015-08-25 00:00:00 UTC,132327,2289,206,142425
2015-08-26 00:00:00 UTC,130310,2211,199,139727
2015-08-27 00:00:00 UTC,124312,2072,186,137837
2015-08-28 00:00:00 UTC,119146,2087,188,134210
2015-08-29 00:00:00 UTC,125792,2097,188,138293
2015-08-30 00:00:00 UTC,129592,2128,198,140390
2015-08-31 00:00:00 UTC,128637,2126,194,140154
2015-09-01 00:00:00 UTC,133621,2317,216,141971
2015-09-02 00:00:00 UTC,136347,2287,208,142757
2015-09-03 00:00:00 UTC,136946,2284,207,144500
2015-09-04 00:00:00 UTC,137833,2277,204,144493
2015-09-05 00:00:00 UTC,139171,2438,215,149686
2015-09-06 00:00:00 UTC,139063,2344,206,145938
2015-09-07 00:00:00 UTC,138488,2366,212,147874
2015-09-08 00:00:00 UTC,140070,2420,216,149412
2015-09-09 00:00:00 UTC,138693,2463,213,148042
2015-09-10 00:00:00 UTC,137940,2547,216,150638
2015-09-11 00:00:00 UTC,139770,2635,217,151234
2015-09-12 00:00:00 UTC,139609,2716,221,148315
2015-09-13 00:00:00 UTC,140706,2776,227,152998
2015-09-14 00:00:00 UTC,140428,2802,230,157379
2015-09-15 00:00:00 UTC,144403,2829,227,156208
2015-09-16 00:00:00 UTC,142344,2765,221,157206
2015-09-17 00:00:00 UTC,142928,2791,222,155385
2015-09-18 00:00:00 UTC,144049,2796,220,153521
2015-09-19 00:00:00 UTC,147226,2708,220,156571
2015-09-20 00:00:00 UTC,146598,2713,230,156233
2015-09-21 00:00:00 UTC,144713,2579,211,152503
2015-09-22 00:00:00 UTC,145139,2533,215,156655
2015-09-23 00:00:00 UTC,142238,2455,208,152973
2015-09-24 00:00:00 UTC,142349,2473,208,154076
2015-09-25 00:00:00 UTC,142241,2359,204,152873
2015-09-26 00:00:00 UTC,142170,2380,208,152810
2015-09-27 00:00:00 UTC,144097,2303,205,154593
2015-09-28 00:00:00 UTC,144047,2271,206,153015
2015-09-29 00:00:00 UTC,142719,2364,216,156461
2015-09-30 00:00:00 UTC,142961,2287,211,153445
2015-10-01 00:00:00 UTC,143801,2191,201,156230
2015-10-02 00:00:00 UTC,147605,2272,214,162460
2015-10-03 00:00:00 UTC,146775,2298,222,165532
2015-10-04 00:00:00 UTC,147518,2279,215,165703
2015-10-05 00:00:00 UTC,152996,2358,225,167443
2015-10-06 00:00:00 UTC,158381,2452,230,171959
2015-10-07 00:00:00 UTC,168486,2368,232,183014
2015-10-08 00:00:00 UTC,168339,2291,234,180276
2015-10-09 00:00:00 UTC,168218,2354,238,179546
2015-10-10 00:00:00 UTC,168219,2251,235,180170
2015-10-11 00:00:00 UTC,169543,2333,250,177712
2015-10-12 00:00:00 UTC,170348,2403,241,179383
2015-10-13 00:00:00 UTC,169946,2417,241,180208
2015-10-14 00:00:00 UTC,167986,2326,230,177779
2015-10-15 00:00:00 UTC,162998,2355,227,177371
2015-10-16 00:00:00 UTC,165972,2312,224,177719
2015-10-17 00:00:00 UTC,166365,2294,224,177097
2015-10-18 00:00:00 UTC,168771,2413,238,178913
2015-10-19 00:00:00 UTC,171549,2441,235,179363
2015-10-20 00:00:00 UTC,169387,2258,225,180510
2015-10-21 00:00:00 UTC,167478,2224,220,180209
2015-10-22 00:00:00 UTC,167179,2226,221,180959
2015-10-23 00:00:00 UTC,167485,2179,224,178657
2015-10-24 00:00:00 UTC,141439,1997,192,168175
2015-10-26 00:00:00 UTC,136468,2002,193,152972
2015-10-27 00:00:00 UTC,126277,2044,192,145788
2015-10-28 00:00:00 UTC,125748,2037,197,139424
2015-10-29 00:00:00 UTC,119466,1984,197,137762
2015-10-30 00:00:00 UTC,120472,1871,205,135805
2015-10-31 00:00:00 UTC,124051,1901,209,139134
2015-11-01 00:00:00 UTC,128476,1994,223,140768
2015-11-02 00:00:00 UTC,132397,1973,217,146106
2015-11-03 00:00:00 UTC,131911,1934,211,143292
2015-11-04 00:00:00 UTC,130550,1809,195,141806
2015-11-05 00:00:00 UTC,129396,1801,193,139293
2015-11-06 00:00:00 UTC,124307,1871,202,136257
2015-11-07 00:00:00 UTC,125374,1900,203,138557
2015-11-08 00:00:00 UTC,123222,1848,196,132151
2015-11-09 00:00:00 UTC,128989,1883,200,136168
2015-11-10 00:00:00 UTC,118973,1850,181,132981
2015-11-11 00:00:00 UTC,122833,1920,187,135874
2015-11-12 00:00:00 UTC,123509,1988,199,137191
2015-11-13 00:00:00 UTC,124269,1978,198,133675
2015-11-14 00:00:00 UTC,121453,1816,173,131528
2015-11-15 00:00:00 UTC,121137,1807,171,131181
2015-11-16 00:00:00 UTC,127329,1897,186,135908
2015-11-17 00:00:00 UTC,123493,1844,177,134541
2015-11-18 00:00:00 UTC,123225,1830,174,134652
2015-11-19 00:00:00 UTC,126974,1953,192,143090
2015-11-20 00:00:00 UTC,131767,2021,198,142913
2015-11-21 00:00:00 UTC,131603,2028,198,141401
2015-11-22 00:00:00 UTC,132995,2042,196,141387
2015-11-23 00:00:00 UTC,135457,2058,196,144844
2015-11-24 00:00:00 UTC,134375,2139,208,143480
2015-11-25 00:00:00 UTC,131150,2043,195,139222
2015-11-26 00:00:00 UTC,126981,1932,179,137696
2015-11-27 00:00:00 UTC,123362,1921,181,133155
2015-11-28 00:00:00 UTC,123249,1912,180,133211
2015-11-29 00:00:00 UTC,123270,1921,183,135748
2015-11-30 00:00:00 UTC,127475,1932,185,137390
2015-12-01 00:00:00 UTC,125345,1883,180,135793
2015-12-02 00:00:00 UTC,121762,1867,178,133372
2015-12-03 00:00:00 UTC,120937,1878,177,133003
2015-12-04 00:00:00 UTC,121100,1893,181,132088
2015-12-05 00:00:00 UTC,122350,1900,181,132050
2015-12-06 00:00:00 UTC,121035,1913,180,132961
2015-12-07 00:00:00 UTC,120827,1890,176,132813
2015-12-08 00:00:00 UTC,119761,1871,181,128316
2015-12-09 00:00:00 UTC,117437,1838,172,126917
2015-12-10 00:00:00 UTC,112589,1934,179,126712
2015-12-11 00:00:00 UTC,115896,1992,186,126515
2015-12-12 00:00:00 UTC,116292,2042,190,124577
2015-12-13 00:00:00 UTC,115143,1991,186,125919
2015-12-14 00:00:00 UTC,116339,1994,196,125108
2015-12-15 00:00:00 UTC,118007,1968,194,122620
2015-12-16 00:00:00 UTC,109160,1836,182,112873
2015-12-17 00:00:00 UTC,93552,1906,185,107554
2015-12-18 00:00:00 UTC,98299,1880,184,107253
2015-12-19 00:00:00 UTC,94736,1792,177,110377
2015-12-20 00:00:00 UTC,98927,1834,190,110314
2015-12-21 00:00:00 UTC,100799,1863,200,112244
2015-12-22 00:00:00 UTC,100465,1845,197,110582
2015-12-23 00:00:00 UTC,99905,1820,192,111970
2015-12-24 00:00:00 UTC,103769,1875,196,110650
2015-12-25 00:00:00 UTC,105130,1975,202,117190
2015-12-26 00:00:00 UTC,108702,1941,200,116138
2015-12-27 00:00:00 UTC,109158,1897,194,117151
2015-12-28 00:00:00 UTC,107606,1880,189,116639
2015-12-29 00:00:00 UTC,108131,1925,202,118887
2015-12-30 00:00:00 UTC,116182,2099,207,122235
2015-12-31 00:00:00 UTC,118039,2068,199,123014
2016-01-01 00:00:00 UTC,110221,1926,200,119669
2016-01-02 00:00:00 UTC,110277,1955,207,119199
2016-01-03 00:00:00 UTC,109335,1980,204,117345
2016-01-04 00:00:00 UTC,108818,1876,188,119333
2016-01-05 00:00:00 UTC,105962,1836,183,116720
2016-01-06 00:00:00 UTC,107034,1823,185,114685
2016-01-07 00:00:00 UTC,105334,1797,184,116292
2016-01-08 00:00:00 UTC,101016,1786,179,115679
2016-01-09 00:00:00 UTC,107732,1910,191,115282
2016-01-10 00:00:00 UTC,108141,2129,197,117041
2016-01-11 00:00:00 UTC,109027,2130,202,118972
2016-01-12 00:00:00 UTC,109353,2070,191,115271
2016-01-13 00:00:00 UTC,109161,1930,186,117632
2016-01-14 00:00:00 UTC,109396,1845,188,117758
2016-01-15 00:00:00 UTC,108840,1877,192,118705
2016-01-16 00:00:00 UTC,105769,1893,183,115586
2016-01-17 00:00:00 UTC,105102,1916,186,121407
2016-01-18 00:00:00 UTC,109651,1950,194,120467
2016-01-19 00:00:00 UTC,111291,2019,202,120387
2016-01-20 00:00:00 UTC,106042,1960,185,115527
2016-01-21 00:00:00 UTC,101468,1833,178,116898
2016-01-22 00:00:00 UTC,102660,1878,187,114600
2016-01-23 00:00:00 UTC,104633,1942,194,112195
2016-01-24 00:00:00 UTC,102623,1869,187,112914
2016-01-25 00:00:00 UTC,106938,1916,191,120435
2016-01-26 00:00:00 UTC,107533,1930,195,120654
2016-01-27 00:00:00 UTC,109527,1956,202,121067
2016-01-28 00:00:00 UTC,109222,1947,194,117337
2016-01-29 00:00:00 UTC,104841,1926,188,113426
2016-01-30 00:00:00 UTC,101343,1857,180,111454
2016-01-31 00:00:00 UTC,103251,1913,188,116131
2016-02-01 00:00:00 UTC,101999,1897,185,116322
2016-02-02 00:00:00 UTC,104562,1926,188,118083
2016-02-03 00:00:00 UTC,104903,1881,188,118033
2016-02-04 00:00:00 UTC,106011,1967,206,114859
2016-02-05 00:00:00 UTC,95887,1910,178,106770
2016-02-06 00:00:00 UTC,99131,1959,184,108858
2016-02-07 00:00:00 UTC,103493,2088,207,114068
2016-02-08 00:00:00 UTC,106801,2101,213,114655
2016-02-09 00:00:00 UTC,107204,2104,203,114065
2016-02-10 00:00:00 UTC,103608,1897,184,111525
2016-02-11 00:00:00 UTC,98709,1922,179,105383
2016-02-12 00:00:00 UTC,100618,1962,190,113875
2016-02-13 00:00:00 UTC,103301,1921,189,115058
2016-02-14 00:00:00 UTC,103569,1953,189,112268
2016-02-15 00:00:00 UTC,103761,2088,204,112126
2016-02-16 00:00:00 UTC,102018,2001,194,111829
2016-02-17 00:00:00 UTC,102245,1981,188,109535
2016-02-18 00:00:00 UTC,102935,2087,195,111515
2016-02-19 00:00:00 UTC,102624,2114,195,111015
2016-02-20 00:00:00 UTC,102858,2128,192,109674
2016-02-21 00:00:00 UTC,102846,2025,187,113838
2016-02-22 00:00:00 UTC,105659,2095,196,115469
2016-02-23 00:00:00 UTC,103128,1938,185,111157
2016-02-24 00:00:00 UTC,101641,1959,188,109898
2016-02-25 00:00:00 UTC,98783,1877,178,109973
2016-02-26 00:00:00 UTC,98405,1944,179,108549
2016-02-27 00:00:00 UTC,99005,1951,180,108472
2016-02-28 00:00:00 UTC,98825,2002,182,109034
2016-02-29 00:00:00 UTC,102321,2101,186,108649
2016-03-01 00:00:00 UTC,99387,2220,194,109342
2016-03-02 00:00:00 UTC,100725,2253,199,109276
2016-03-03 00:00:00 UTC,100452,2256,198,110461
2016-03-04 00:00:00 UTC,100436,2359,199,109248
2016-03-05 00:00:00 UTC,100424,2314,201,105443
2016-03-06 00:00:00 UTC,102171,2270,207,110530
2016-03-07 00:00:00 UTC,101209,2232,202,109817
2016-03-08 00:00:00 UTC,101541,2115,192,110264
2016-03-09 00:00:00 UTC,99477,2047,187,107442
2016-03-10 00:00:00 UTC,91957,2235,203,103463
2016-03-11 00:00:00 UTC,99304,2070,194,108103
2016-03-12 00:00:00 UTC,93846,1928,181,108284
2016-03-13 00:00:00 UTC,101484,2033,197,111132
2016-03-14 00:00:00 UTC,100491,1998,186,110043
2016-03-15 00:00:00 UTC,98124,2106,187,108459
2016-03-16 00:00:00 UTC,100712,2200,195,110023
2016-03-17 00:00:00 UTC,99749,2214,195,110468
2016-03-18 00:00:00 UTC,100351,2308,204,109683
2016-03-19 00:00:00 UTC,100402,2276,201,109419
2016-03-20 00:00:00 UTC,100807,2252,196,110380
2016-03-21 00:00:00 UTC,100372,2335,199,111513
2016-03-22 00:00:00 UTC,102148,2288,197,111210
2016-03-23 00:00:00 UTC,102433,2313,200,110883
2016-03-24 00:00:00 UTC,104201,2542,209,113509
2016-03-25 00:00:00 UTC,101706,2578,208,115092
2016-03-26 00:00:00 UTC,104322,2676,223,113780
2016-03-27 00:00:00 UTC,103968,2706,221,112219
2016-03-28 00:00:00 UTC,104857,2763,214,114269
2016-03-29 00:00:00 UTC,107285,2867,217,114954
2016-03-30 00:00:00 UTC,107291,2769,213,119374
2016-03-31 00:00:00 UTC,105102,2607,206,119820
2016-04-01 00:00:00 UTC,105621,2444,202,119430
2016-04-02 00:00:00 UTC,105922,2408,205,122250
2016-04-03 00:00:00 UTC,105749,2401,211,117279
2016-04-04 00:00:00 UTC,102898,2354,199,113290
2016-04-05 00:00:00 UTC,102418,2303,197,112806
2016-04-06 00:00:00 UTC,101549,2262,193,111950
2016-04-07 00:00:00 UTC,100459,2127,187,108969
2016-04-08 00:00:00 UTC,100587,2032,185,107382
2016-04-09 00:00:00 UTC,99783,2069,187,107831
2016-04-10 00:00:00 UTC,93759,2006,179,104930
2016-04-11 00:00:00 UTC,96794,2166,196,112469
2016-04-12 00:00:00 UTC,101417,2293,204,113254
2016-04-13 00:00:00 UTC,101817,2231,195,113512
2016-04-14 00:00:00 UTC,99998,2115,190,111204
2016-04-15 00:00:00 UTC,100176,2190,201,111860
2016-04-16 00:00:00 UTC,103980,2294,208,113275
2016-04-17 00:00:00 UTC,103357,2235,205,114713
2016-04-18 00:00:00 UTC,104068,2246,206,112566
2016-04-19 00:00:00 UTC,103361,2189,199,112257
2016-04-20 00:00:00 UTC,102720,2177,200,117418
2016-04-21 00:00:00 UTC,80479,1993,184,93332
2016-04-22 00:00:00 UTC,83726,2100,191,90408
2016-04-23 00:00:00 UTC,85831,2043,190,97441
2016-04-24 00:00:00 UTC,84240,2003,186,96089
2016-04-25 00:00:00 UTC,82286,2056,186,95278
2016-04-26 00:00:00 UTC,87577,2179,195,99372
2016-04-27 00:00:00 UTC,88241,2220,201,101163
2016-04-28 00:00:00 UTC,89422,2274,196,102274
2016-04-29 00:00:00 UTC,88083,2238,195,97394
2016-04-30 00:00:00 UTC,86678,2046,183,102955
2016-05-01 00:00:00 UTC,86024,2143,193,99593
2016-05-02 00:00:00 UTC,87412,2178,196,100498
2016-05-03 00:00:00 UTC,88047,2414,215,101032
2016-05-04 00:00:00 UTC,90578,2667,225,102043
2016-05-05 00:00:00 UTC,91334,2451,205,101638
2016-05-06 00:00:00 UTC,94286,2405,207,104850
2016-05-07 00:00:00 UTC,89793,2363,199,100113
2016-05-08 00:00:00 UTC,91605,2348,200,105121
2016-05-09 00:00:00 UTC,89918,2156,190,99314
2016-05-10 00:00:00 UTC,86901,2067,186,97334
2016-05-11 00:00:00 UTC,87992,2180,188,99358
2016-05-12 00:00:00 UTC,89353,2482,198,100022
2016-05-13 00:00:00 UTC,89801,2199,197,97098
2016-05-14 00:00:00 UTC,88741,2236,202,98610
2016-05-15 00:00:00 UTC,91232,2451,206,102309
2016-05-16 00:00:00 UTC,91480,2571,209,107546
2016-05-17 00:00:00 UTC,90051,2351,198,98316
2016-05-18 00:00:00 UTC,89441,2259,196,99898
2016-05-19 00:00:00 UTC,88201,2159,187,100485
2016-05-20 00:00:00 UTC,89171,2192,184,100668
2016-05-21 00:00:00 UTC,88813,2162,183,101547
2016-05-22 00:00:00 UTC,86774,2330,189,96475
2016-05-23 00:00:00 UTC,84916,2233,190,99948
2016-05-24 00:00:00 UTC,89885,2243,194,101220
2016-05-25 00:00:00 UTC,87635,2376,199,101948
2016-05-26 00:00:00 UTC,88115,2396,197,93422
2016-05-27 00:00:00 UTC,87710,2178,187,96290
2016-05-28 00:00:00 UTC,87277,2076,184,94466
2016-05-29 00:00:00 UTC,84744,1918,176,99375
2016-05-30 00:00:00 UTC,81074,1910,176,96032
2016-05-31 00:00:00 UTC,82551,2178,193,103496
2016-06-01 00:00:00 UTC,88144,2344,207,99148
2016-06-02 00:00:00 UTC,83075,2173,191,98156
2016-06-03 00:00:00 UTC,82146,2461,192,94228
2016-06-04 00:00:00 UTC,83362,2400,192,93848
2016-06-05 00:00:00 UTC,84030,2377,191,96278
2016-06-06 00:00:00 UTC,85885,2487,201,96990
2016-06-07 00:00:00 UTC,89398,2529,206,107138
2016-06-08 00:00:00 UTC,88161,2520,205,99491
2016-06-09 00:00:00 UTC,90389,2702,206,99793
2016-06-10 00:00:00 UTC,88690,2561,211,105055
2016-06-11 00:00:00 UTC,87817,2698,213,102362
2016-06-12 00:00:00 UTC,89351,2844,225,101344
2016-06-13 00:00:00 UTC,89351,2850,232,100771
2016-06-14 00:00:00 UTC,89606,3042,241,104119
2016-06-15 00:00:00 UTC,92552,3434,260,108222
2016-06-16 00:00:00 UTC,94601,3412,250,108074
2016-06-17 00:00:00 UTC,92797,3208,238,105783
2016-06-18 00:00:00 UTC,95102,3117,236,104924
2016-06-19 00:00:00 UTC,94639,2995,228,106826
2016-06-20 00:00:00 UTC,93386,2874,218,104615
2016-06-21 00:00:00 UTC,97509,2891,217,115838
2016-06-22 00:00:00 UTC,92622,2920,221,110708
2016-06-23 00:00:00 UTC,91909,2638,210,107377
2016-06-24 00:00:00 UTC,92385,2587,208,102318
2016-06-25 00:00:00 UTC,95242,2591,207,108102
2016-06-26 00:00:00 UTC,90347,2430,200,99286
2016-06-27 00:00:00 UTC,90784,2203,196,97926
2016-06-28 00:00:00 UTC,88331,2247,192,96351
2016-06-29 00:00:00 UTC,86967,2181,191,95921
2016-06-30 00:00:00 UTC,86808,2087,186,93603
2016-07-01 00:00:00 UTC,83944,2071,179,97007
2016-07-02 00:00:00 UTC,84743,2162,187,93758
2016-07-03 00:00:00 UTC,82583,2057,178,90766
2016-07-04 00:00:00 UTC,76308,1816,176,85425
2016-07-05 00:00:00 UTC,80720,1952,191,89626
2016-07-06 00:00:00 UTC,80341,2085,191,89392
2016-07-07 00:00:00 UTC,80339,2520,196,88855
2016-07-08 00:00:00 UTC,81172,2668,212,89012
2016-07-09 00:00:00 UTC,83226,2725,209,92459
2016-07-10 00:00:00 UTC,80237,2743,211,90320
2016-07-11 00:00:00 UTC,81692,2595,211,91092
2016-07-12 00:00:00 UTC,80384,2432,192,86571
2016-07-13 00:00:00 UTC,79361,2663,194,85557
2016-07-14 00:00:00 UTC,82613,3025,212,91972
2016-07-15 00:00:00 UTC,81272,2865,207,91657
2016-07-16 00:00:00 UTC,81628,2499,200,90571
2016-07-17 00:00:00 UTC,80760,2469,194,92332
2016-07-18 00:00:00 UTC,80957,2445,200,89857
2016-07-19 00:00:00 UTC,81494,2467,201,92615
2016-07-20 00:00:00 UTC,84006,2554,205,91208
2016-07-21 00:00:00 UTC,79846,2528,202,87990
2016-07-22 00:00:00 UTC,80287,2488,201,88020
2016-07-23 00:00:00 UTC,79765,2416,198,83840
2016-07-24 00:00:00 UTC,79652,2394,198,88390
2016-07-25 00:00:00 UTC,80371,2554,206,88142
2016-07-26 00:00:00 UTC,79856,2162,195,88116
2016-07-27 00:00:00 UTC,80938,2098,192,87104
2016-07-28 00:00:00 UTC,67847,1966,173,81973
2016-07-29 00:00:00 UTC,68006,2089,186,78309
2016-07-30 00:00:00 UTC,64445,1980,176,73979
2016-07-31 00:00:00 UTC,65767,2209,189,75776
2016-08-01 00:00:00 UTC,70451,2433,200,83006
2016-08-02 00:00:00 UTC,73147,2374,202,81735
2016-08-03 00:00:00 UTC,70230,2479,208,79815
2016-08-04 00:00:00 UTC,70055,2452,204,77047
2016-08-05 00:00:00 UTC,70495,2362,195,78939
2016-08-06 00:00:00 UTC,69697,2259,189,80004
2016-08-07 00:00:00 UTC,71871,2349,203,81594
2016-08-08 00:00:00 UTC,72051,2489,206,80989
2016-08-09 00:00:00 UTC,76031,2502,210,82603
2016-08-10 00:00:00 UTC,74144,2547,203,81046
2016-08-11 00:00:00 UTC,72381,2559,200,77728
2016-08-12 00:00:00 UTC,73771,2507,201,80532
2016-08-13 00:00:00 UTC,71742,2390,193,75777
2016-08-14 00:00:00 UTC,69808,2293,187,78085
2016-08-15 00:00:00 UTC,70775,2332,192,80957
2016-08-16 00:00:00 UTC,69477,2393,200,79184
2016-08-17 00:00:00 UTC,70161,2448,204,78440
2016-08-18 00:00:00 UTC,69470,2452,200,74573
2016-08-19 00:00:00 UTC,69392,2398,195,76934
2016-08-20 00:00:00 UTC,69854,2328,190,77590
2016-08-21 00:00:00 UTC,70445,2364,190,78311
2016-08-22 00:00:00 UTC,69708,2494,201,76600
2016-08-23 00:00:00 UTC,69890,2626,204,74605
2016-08-24 00:00:00 UTC,68856,2403,192,72583
2016-08-25 00:00:00 UTC,66523,2233,180,71063
2016-08-26 00:00:00 UTC,62043,2429,176,70032
2016-08-27 00:00:00 UTC,64451,2950,193,70911
2016-08-28 00:00:00 UTC,68014,3020,201,75939
2016-08-29 00:00:00 UTC,67892,2906,190,76231
2016-08-30 00:00:00 UTC,65763,2853,185,73262
2016-08-31 00:00:00 UTC,68621,2873,192,76905
2016-09-01 00:00:00 UTC,66395,2864,188,72740
2016-09-02 00:00:00 UTC,66841,2781,193,73002
2016-09-03 00:00:00 UTC,66358,2833,197,72562
2016-09-04 00:00:00 UTC,68595,2845,219,75644
2016-09-05 00:00:00 UTC,71007,2899,221,75640
2016-09-06 00:00:00 UTC,68969,2792,208,73921
2016-09-07 00:00:00 UTC,69793,2933,219,75840
2016-09-08 00:00:00 UTC,70095,3032,224,76029
2016-09-09 00:00:00 UTC,69946,2970,218,77019
2016-09-10 00:00:00 UTC,69822,2926,207,75111
2016-09-11 00:00:00 UTC,69553,2727,197,76074
2016-09-12 00:00:00 UTC,68876,2736,194,74468
